timestamp,session_id,ip_address,country,region,city,location,source,landing_path,browser,os,device_type,device_name,language,timezone,screen,viewport,user_agent,notes
2026-08-22T14:42:54.055Z,11f9015f22f44650a9f00858d6fe264a,146.75.165.19,US,Texas,New Braunfels,"New Braunfels, Texas, US",Internal,/sell/?device=iphone-13-pro&storage=256GB&carrier=unlocked&quality=flawless,Safari,iOS,mobile,iPhone,en-US,America/Chicago,414x896,402x714,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6 Mobile/15E148 Safari/604.1","Page params: id=SHC-23492&price=183.00&device=IPHONE+14+PRO+MAX&qty=1&name=Nicolas+Garcia&street=516+TOMAHAWK+TRL+UNIT+A&unit=&city=KERRVILLE&state=TX&zip=78028-4751&payMethod=zelle&shipping=regular_shipping&autoLabelStatus=generated | Left page after 2s (tab/window close) | Left page after 2s (internal navigation) | Clicked div: iPhone after 1s | Clicked div: IPHONE 13 PRO after 4s | Clicked button: Yes, This Is It after 5s | Clicked div: 256GB after 7s | Clicked div: Unlocked after 9s | Clicked div: Good after 12s | Clicked div: Flawless after 20s | Left page after 26s (tab/window hidden)"
2026-08-22T21:55:24.791Z,d77e980d60bf738a39973449de362e72,205.169.39.11,US,,,US,Direct,/,Chrome,Windows,desktop,Windows PC,en-US,UTC,800x600,1600x1200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.5938.132 Safari/537.36",
2026-08-22T22:44:40.209Z,5d961dd4e5cfe0d2a21f81aa29216c5a,97.201.132.178,US,Alabama,Birmingham,"Birmingham, Alabama, US",referral_secondhandcell.com,/sell/?device=iphone-15-pro&storage=128GB&carrier=verizon&quality=good,Safari,macOS,desktop,Mac,en-US,America/Chicago,820x1180,1180x688,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.4 Safari/605.1.15",Page params: device=iphone-15-pro&storage=128GB&carrier=verizon&quality=good | Left page after 1s (tab/window hidden)
