timestamp,session_id,ip_address,country,region,city,location,source,landing_path,browser,os,device_type,device_name,language,timezone,screen,viewport,user_agent,notes
2026-09-18T00:25:41.385Z,193f385bfe756a6b94d4b0f512dd99d7,5.28.187.8,IL,,,IL,referral_secondhandcell.com,/sell/?device=galaxy-s25-edge&storage=512GB&carrier=unlocked&quality=no_power,Chrome,Android,mobile,Android Device,en-US,Asia/Jerusalem,412x892,411x750,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Mobile Safari/537.36","Clicked div: Samsung after 1s | Clicked div: S24+ after 2s | Clicked button: Yes, This Is It after 3s | Clicked button: Yes, This Is It after 9s | Clicked div: 512GB after 9s | Clicked div: Unlocked after 10s | Clicked div: Good after 11s | Clicked div: No Power / Severely Damaged after 32s | Left page after 42s (tab/window hidden)"
2026-09-18T09:47:57.234Z,60a30f5575f5d31829458eb4da3f5181,149.57.191.16,US,New York,New York,"New York, New York, US",Direct,/my-account.html,Chrome,Linux,desktop,Desktop,en-US,America/Los_Angeles,1920x1080,1920x945,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",
