timestamp,session_id,ip_address,country,region,city,location,source,landing_path,browser,os,device_type,device_name,language,timezone,screen,viewport,user_agent,notes
2026-08-29T00:03:15.603Z,58263b24e5b175ef62e5d0f515ff9411:2,71.206.77.219,US,Florida,Fort Lauderdale,"Fort Lauderdale, Florida, US",Direct,/track-order.html?orderId=SHC-24402&fromEmailLink=1&email=93mediabrandon%40gmail.com,Chrome,Windows,desktop,Windows PC,en-US,America/New_York,1920x1080,1920x919,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",Page params: orderId=SHC-24402&fromEmailLink=1&email=93mediabrandon%40gmail.com | Left page after 6s (tab/window hidden)
2026-08-29T00:37:16.602Z,a57f4e896808b4eff4fd6001572792ae,136.124.33.65,US,Iowa,Council Bluffs,"Council Bluffs, Iowa, US",sellcell.com:referral,/sell/?carrier=unlocked&device=samsung-galaxy-s22-ultra&quality=good&storage=512GB&utm_medium=referral&utm_source=sellcell.com,Firefox,Windows,desktop,Windows PC,en-US,America/New_York,1920x1080,1280x720,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:152.0) Gecko/20100101 Firefox/152.0,Page params: carrier=unlocked&device=samsung-galaxy-s22-ultra&quality=good&storage=512GB&utm_medium=referral&utm_source=sellcell.com | Left page after 4s (tab/window close)
2026-08-29T06:42:16.284Z,58263b24e5b175ef62e5d0f515ff9411:3,71.206.77.219,US,Florida,Fort Lauderdale,"Fort Lauderdale, Florida, US",Direct,/track-order.html?orderId=SHC-24402&fromEmailLink=1&email=93mediabrandon%40gmail.com,Chrome,Windows,desktop,Windows PC,en-US,America/New_York,1920x1080,1920x919,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",Page params: orderId=SHC-24402&fromEmailLink=1&email=93mediabrandon%40gmail.com | Left page after 10s (tab/window hidden)
2026-08-29T10:12:07.828Z,4f91f6cdd7c27b2773cef82b880f6672,40.77.178.173,US,Washington,,"Washington, US",direct,/terms.html,Chrome,Windows,desktop,Windows PC,en-US,America/Los_Angeles,800x600,1024x569,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/146.0.7680.165 Safari/537.36",
2026-08-29T10:28:15.349Z,f5b12deb33fc3e812cac13fae8260711,40.77.178.173,US,Washington,,"Washington, US",direct,/terms.html,Chrome,Windows,desktop,Windows PC,en-US,America/Los_Angeles,800x600,1024x569,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/146.0.7680.165 Safari/537.36",Left page after 5s (tab/window close)
2026-08-29T16:41:16.104Z,03db18a47fc45bcda06007b3d0f1cd55,180.149.24.39,US,New York,Newark,"Newark, New York, US",Direct,/,Safari,iOS,mobile,iPhone,en-US,America/Los_Angeles,390x844,390x844,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/144.0.7559.95 Mobile/15E148 Safari/604.1",Left page after 73s (tab/window close)
2026-08-29T17:47:04.635Z,44cff469359706ce472add9e74015869,51.158.249.8,NL,North Holland,Haarlem,"Haarlem, North Holland, NL",Direct,/,Chrome,Linux,desktop,Desktop,en-US,UTC,1920x1080,1920x1080,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.3",
2026-08-29T17:47:06.040Z,063ebfbe624e465d1983b18910a03e24,51.158.249.8,NL,North Holland,Haarlem,"Haarlem, North Holland, NL",Direct,/,Chrome,Linux,desktop,Desktop,en-US,UTC,800x600,1920x993,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.3",
2026-08-29T17:47:14.463Z,4caf5a6c121480c26779b7db9468da5e,151.115.99.167,PL,Mazovia,Warsaw,"Warsaw, Mazovia, PL",Direct,/,Chrome,Linux,desktop,Desktop,en-US,UTC,1920x1080,1920x1080,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.3",
2026-08-29T17:47:15.410Z,76a1d3d525d31d9d0efb71f926f22bb3,151.115.99.167,PL,Mazovia,Warsaw,"Warsaw, Mazovia, PL",Direct,/,Chrome,Linux,desktop,Desktop,en-US,UTC,800x600,1920x993,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.3",
